Printing array with 7202 lines:
1 pointer: 000001ECE2321313, len: 0 <>
3996 pointer: 000001ECE231E1F1, len: 36 <   With his own pawn alas! his rook!>
3997 pointer: 000001ECE232FCDE, len: 39 <   'Tis here he slept, his coffee took,>
3998 pointer: 000001ECE233982B, len: 36 <   How thoroughly her part she took!>
3999 pointer: 000001ECE232A1C3, len: 35 <   And flowed harmoniously. He took>
4000 pointer: 000001ECE23348FD, len: 40 <   To ask her name the trouble took.(76)>
4001 pointer: 000001ECE231F285, len: 32 <   And clad in airy costume took>
4002 pointer: 000001ECE233C9E6, len: 32 <   An honourable course ye took,>
4003 pointer: 000001ECE2329846, len: 29 <   Jealousy and vexation took>
4004 pointer: 000001ECE233AED9, len: 36 <   Caught him and by the collar took>
4005 pointer: 000001ECE231E1D1, len: 30 <   Till absently Vladimir took>
4006 pointer: 000001ECE232CB8A, len: 44 <   The shepherd plaits his shoe of bark,(66)>
4007 pointer: 000001ECE23228E3, len: 35 <   But trembling on the mirror dark>
4008 pointer: 000001ECE2322908, len: 34 <   The sad moon only could remark.>
4009 pointer: 000001ECE23116CE, len: 58 <   a portion of their heads shaved as a distinctive mark.]>
4010 pointer: 000001ECE232CB3E, len: 42 <   There, when the rains of spring we mark>
4011 pointer: 000001ECE2316518, len: 59 <   that strong hearty peasant women were to be seen at work>
4012 pointer: 000001ECE2313A8C, len: 28 <   'Tis a Madonna of Vandyk,>
4013 pointer: 000001ECE230B78E, len: 72 <   his imagination. His great-grandfather, Abraham Petròvitch Hannibal,>
4014 pointer: 000001ECE2336970, len: 26 <   Assemblies oligarchical>
4015 pointer: 000001ECE2334184, len: 34 <   They deem her somewhat finical,>
4016 pointer: 000001ECE2338C86, len: 31 <   Of a heart cold and cynical?>
4017 pointer: 000001ECE232E2E0, len: 29 <   Ye men of fashion cynical,>
4018 pointer: 000001ECE2325999, len: 31 <   And female tears hysterical,>
4019 pointer: 000001ECE2339FF4, len: 30 <   Already he grew phthisical.>
4020 pointer: 000001ECE2309EE7, len: 35 <   Harmless, but quite nonsensical.>
4021 pointer: 000001ECE231FE93, len: 61 <   [Note 47: The Abbe de Pradt: b. 1759, d. 1837. A political>
4022 pointer: 000001ECE2339273, len: 21 <   Economy political,>
4023 pointer: 000001ECE2307F9B, len: 30 <   A fop, in dress pedantical.>
4024 pointer: 000001ECE230F906, len: 31 <   And cannot anything conceal,>
4025 pointer: 000001ECE2308E5A, len: 35 <   Of untold gain she must conceal,>
4026 pointer: 000001ECE2327184, len: 33 <   When the mazurka used to peal,>
4027 pointer: 000001ECE232A303, len: 34 <   In vain my anxious eyes appeal;>
4028 pointer: 000001ECE232DF04, len: 34 <   What sad emotions o'er me steal>
4029 pointer: 000001ECE232A2DD, len: 36 <   What will the coming dawn reveal?>
4030 pointer: 000001ECE2308E39, len: 31 <   For promises her feet reveal>
4031 pointer: 000001ECE23341A8, len: 29 <   Outlandish and provincial,>
4032 pointer: 000001ECE23122D8, len: 64 <   The final two lines refer to the ''Tchin,'' or Russian social>
4033 pointer: 000001ECE2335001, len: 34 <   Her glance how wild yet genial!>
4034 pointer: 000001ECE2335F4F, len: 66 <   endowment of literary ability was sufficient to secure imperial>
4035 pointer: 000001ECE233928A, len: 31 <   And with gray hair ambrosial>
4036 pointer: 000001ECE2334F8F, len: 32 <   Lo! with what pride celestial>
4037 pointer: 000001ECE23076D3, len: 64 <   the state of the thermometer, cannot be said to have a jovial>
4038 pointer: 000001ECE2335F09, len: 68 <   by contemporary Russians. But a century back a very infinitesimal>
4039 pointer: 000001ECE232728B, len: 32 <   Nought of its charms original>
4040 pointer: 000001ECE233A206, len: 26 <   Yet suffering emotional>
4041 pointer: 000001ECE2315693, len: 65 <   erroneously attributed to Lord Byron. ''Salathiel; the Eternal>
4042 pointer: 000001ECE230E126, len: 35 <   He deemed of human life the goal>
4043 pointer: 000001ECE230E451, len: 40 <   The path which leads to glory's goal.>
4044 pointer: 000001ECE2312CA1, len: 29 <   And others rise ephemeral!>
4045 pointer: 000001ECE2335312, len: 31 <   The eyes of a grave general.>
4046 pointer: 000001ECE2337B51, len: 30 <   Behind her a grave general.>
4047 pointer: 000001ECE23127E3, len: 63 <   of the bride and bridegroom during the ceremony. The literal>
4048 pointer: 000001ECE2326CFA, len: 29 <   A ball in Peter's capital,>
4049 pointer: 000001ECE231680C, len: 65 <   larger villages, which alone could support such an individual,>
4050 pointer: 000001ECE2311EA5, len: 46 <   are also much in vogue during the Carnival.>
4051 pointer: 000001ECE23051FD, len: 33 <   In one thing really did excel.>
4052 pointer: 000001ECE230F945, len: 40 <   The love, hate, sorrow, joy, we feel.>
4053 pointer: 000001ECE232DF28, len: 34 <   When first upon my cheek I feel>
4054 pointer: 000001ECE23271CE, len: 40 <   The parquet cracked beneath the heel,>
4055 pointer: 000001ECE2307A59, len: 38 <   Combs of all sizes, files of steel,>
4056 pointer: 000001ECE230C1B7, len: 33 <   On him spleen mounted sentinel>
4057 pointer: 000001ECE23172A4, len: 31 <   To such-delightful to repel.>
4058 pointer: 000001ECE2313209, len: 21 <   The Country Damsel>
4059 pointer: 000001ECE23277C7, len: 11 <   The Duel>
4060 pointer: 000001ECE23257BF, len: 42 <   Lifts not her eyes which swimming fail.>
4061 pointer: 000001ECE23235D2, len: 36 <   Until her powers of running fail.>
4062 pointer: 000001ECE232A6C7, len: 35 <   Though of romance therein I fail>
4063 pointer: 000001ECE233077F, len: 37 <   With eye precise and without fail.>
4064 pointer: 000001ECE232CF8E, len: 36 <   In time I'll give ye without fail>
4065 pointer: 000001ECE231010F, len: 34 <   A substitute for lamps we hail!>
4066 pointer: 000001ECE233177C, len: 38 <   Winter's approach she doth not hail>
4067 pointer: 000001ECE2330730, len: 35 <   The sharp incisions of his nail,>
4068 pointer: 000001ECE232CAC3, len: 37 <   Within its wave the sounding pail,>
4069 pointer: 000001ECE23235AB, len: 37 <   She runs, the bear upon her trail,>
4070 pointer: 000001ECE2321D3E, len: 40 <   Across the gloom of heaven would sail>
4071 pointer: 000001ECE232CFB4, len: 32 <   A true account and in detail.>
4072 pointer: 000001ECE230BD38, len: 34 <   Sorrow to counterfeit and wail->
4073 pointer: 000001ECE232DE1A, len: 41 <   Herds low, and under night's dark veil>
4074 pointer: 000001ECE231852A, len: 33 <   God grant I meet not at a ball>
4075 pointer: 000001ECE23393B8, len: 30 <   Another tribune of the ball>
4076 pointer: 000001ECE2309CB3, len: 38 <   To slay himself with blade or ball,>
4077 pointer: 000001ECE230FC7C, len: 36 <   Nor study, banquet, rout nor ball>
4078 pointer: 000001ECE23352BE, len: 36 <   Forgot the world, the noisy ball,>
4079 pointer: 000001ECE2309EC3, len: 34 <   Yet as a rule their talk I call>
4080 pointer: 000001ECE2311893, len: 33 <   She soon forgot, began to call>
4081 pointer: 000001ECE2307F74, len: 37 <   Was that which we are wont to call>
4082 pointer: 000001ECE2328C09, len: 37 <   So, when he came next day to call,>
4083 pointer: 000001ECE2323C9B, len: 40 <   He drinks, all drink and loudly call;>
4084 pointer: 000001ECE23369B3, len: 35 <   The rigour of cold pride and all>
4085 pointer: 000001ECE230D2A7, len: 34 <   Lofty the chambers one and all,>
4086 pointer: 000001ECE2309126, len: 33 <   Enamoured at her feet to fall.>
4087 pointer: 000001ECE2307308, len: 33 <   And finally he deigns let fall>
4088 pointer: 000001ECE2312C7B, len: 36 <   They blossom, ripen and they fall>
4089 pointer: 000001ECE2337B0B, len: 33 <   A whisper runs along the hall,>
4090 pointer: 000001ECE2327A4E, len: 40 <   Assigned a lodging, from the hall(61)>
4091 pointer: 000001ECE2324C8F, len: 35 <   Crush and confusion in the hall,>
4092 pointer: 000001ECE2313094, len: 30 <   Some future ignoramus shall>
4093 pointer: 000001ECE2307376, len: 40 <   Exclaiming, ''We must change 'em all!>
4094 pointer: 000001ECE23259DD, len: 36 <   For long he had endured them all.>
4095 pointer: 000001ECE230FC10, len: 30 <   Nor years of separation all>
4096 pointer: 000001ECE2327A2B, len: 33 <   Bedding is laid out and to all>
4097 pointer: 000001ECE2309CDB, len: 32 <   Indifferent he became to all,>
4098 pointer: 000001ECE2314D2B, len: 64 <   popularity amongst his countrymen is a fact familiar to all.]>
4099 pointer: 000001ECE2331672, len: 30 <   A white and undulating pall>
4100 pointer: 000001ECE2331627, len: 36 <   The snow descends and buries all,>
4101 pointer: 000001ECE2311873, len: 30 <   Her sentimental verses all,>
4102 pointer: 000001ECE232FFBD, len: 39 <   The twilight pale which softens all,>
4103 pointer: 000001ECE232E29F, len: 35 <   'Tis now the season! Idlers all,>
4104 pointer: 000001ECE2304881, len: 33 <   Morality taught scarce at all;>
4105 pointer: 000001ECE2325619, len: 38 <   They shout and no one lists at all.>
4106 pointer: 000001ECE2328C30, len: 36 <   Was not surprised thereby at all.>
4107 pointer: 000001ECE2323CED, len: 38 <   He knits his brows-'tis silent all.>
4108 pointer: 000001ECE23090DC, len: 34 <   I envied sore the billows tall,>
4109 pointer: 000001ECE230D2CB, len: 31 <   Silk tapestry upon the wall,>
4110 pointer: 000001ECE232FFE6, len: 36 <   Lord Byron's portrait on the wall>
4111 pointer: 000001ECE23393D8, len: 38 <   Hung like a print against the wall,>
4112 pointer: 000001ECE2324CFE, len: 46 <   Shouts, laughter, jamming 'gainst the wall,>
4113 pointer: 000001ECE23300F9, len: 32 <   Long in this fashionable cell>
4114 pointer: 000001ECE232A5D0, len: 31 <   For consecrate to me he fell>
4115 pointer: 000001ECE233858F, len: 35 <   The lady's glance upon him fell->
4116 pointer: 000001ECE233A4AA, len: 32 <   Lenski, unhappy victim, fell,>
4117 pointer: 000001ECE2328802, len: 38 <   Himself just like a greenhorn fell.>
4118 pointer: 000001ECE231722D, len: 41 <   The inscription o'er the gates of Hell>
4119 pointer: 000001ECE23187B2, len: 38 <   Repentance wields not now her spell>
4120 pointer: 000001ECE232D67F, len: 34 <   Of languor and of love did tell>
4121 pointer: 000001ECE231CFF8, len: 39 <   'Twas not the first time, I can tell>
4122 pointer: 000001ECE231D41C, len: 36 <   For your instruction here to tell>
4123 pointer: 000001ECE230BC15, len: 34 <   The steward sent a note to tell>
4124 pointer: 000001ECE2316B8F, len: 38 <   ''I am in love,'' her whispers tell>
4125 pointer: 000001ECE2316AD5, len: 38 <   I am-in love-you know-don't tell!''>
4126 pointer: 000001ECE231A46E, len: 37 <   Unto our neighbour. Mind you tell->
4127 pointer: 000001ECE23207B8, len: 44 <   ''How are our neighbours fair, pray tell,>
4128 pointer: 000001ECE2324EF6, len: 37 <   Who from two years to thirty tell;>
4129 pointer: 000001ECE23370B3, len: 34 <   At thirty who was married well,>
4130 pointer: 000001ECE231D985, len: 33 <   A worthy object 'tis, and well>
4131 pointer: 000001ECE23051B8, len: 35 <   I have no leisure here to dwell,>
4132 pointer: 000001ECE230C142, len: 33 <   Ennui can in the country dwell>
4133 pointer: 000001ECE232A5A4, len: 42 <   And think: here lies who loved me well,>
4134 pointer: 000001ECE23312F4, len: 38 <   Thou beauteous sky above, farewell!>
4135 pointer: 000001ECE230BC5D, len: 37 <   And wished to say to him farewell.>
4136 pointer: 000001ECE232D62E, len: 43 <   But pause! Thou calm retreats, farewell,>
4137 pointer: 000001ECE2320809, len: 35 <   ''The family are all quite well->
4138 pointer: 000001ECE231D3CE, len: 37 <   Are all your relatives quite well?>
4139 pointer: 000001ECE2316AA3, len: 48 <   How thy hands burn!''-''Dear nurse, I'm well.>
4140 pointer: 000001ECE231A44A, len: 34 <   To take this letter to O- Well!>
4141 pointer: 000001ECE23312C9, len: 41 <   Ye groves whose depths I know so well,>
4142 pointer: 000001ECE2307A81, len: 45 <   Scissors both straight and curved as well,>
4143 pointer: 000001ECE233856A, len: 35 <   His relative and friend as well.>
4144 pointer: 000001ECE23187DA, len: 32 <   And gallicisms I love as well>
4145 pointer: 000001ECE23287DC, len: 36 <   And sometimes into snares as well>
4146 pointer: 000001ECE233A48B, len: 29 <   This separated us as well->
4147 pointer: 000001ECE2324F1D, len: 38 <   Petòushkoff, the provincial swell;>
4148 pointer: 000001ECE233708E, len: 35 <   At twenty who was prig or swell,>
4149 pointer: 000001ECE2316BD6, len: 46 <   ''My heart's delight, thou art not well.''->
4150 pointer: 000001ECE233D1C2, len: 37 <   Your heart possesses, I know well,>
4151 pointer: 000001ECE231CFB8, len: 27 <   Oneguine acted very well>
4152 pointer: 000001ECE231350D, len: 42 <   ''Boredom, my friend, behold the ill-''>
4153 pointer: 000001ECE2315954, len: 35 <   My unpretending page shall fill,>
4154 pointer: 000001ECE232D58D, len: 35 <   Of thy delights I drank my fill,>
4155 pointer: 000001ECE232F746, len: 34 <   Proceeds, until she from a hill>
4156 pointer: 000001ECE230DFA6, len: 35 <   The pervert world with icy chill>
4157 pointer: 000001ECE231F8E6, len: 34 <   And wisely gallops to the hill.>
4158 pointer: 000001ECE232E6F5, len: 30 <   Let us proceed unto a rill,>
4159 pointer: 000001ECE23159A4, len: 36 <   By the old lime-tree or the rill,>
4160 pointer: 000001ECE2331426, len: 36 <   'Tis now the hillock now the rill>
4161 pointer: 000001ECE230C083, len: 34 <   To listen to the rippling rill.>
4162 pointer: 000001ECE232F7B3, len: 30 <   A garden by a shining rill.>
4163 pointer: 000001ECE23137E0, len: 40 <   '''Tis habit, Lenski.''-''Is your ill>
4164 pointer: 000001ECE233344C, len: 34 <   An hour passed by-another-till,>
4165 pointer: 000001ECE230DFF6, len: 31 <   His heart reciprocated still>
4166 pointer: 000001ECE2333495, len: 40 <   The coach before a house stood still.>
4167 pointer: 000001ECE2331A6D, len: 67 <   [Note 71: In former times, and to some extent the practice still>
4168 pointer: 000001ECE231355E, len: 35 <   Domestic life attracts me still,>
4169 pointer: 000001ECE23137B5, len: 41 <   ''How now, Oneguine, yawning still?''->
4170 pointer: 000001ECE2315188, len: 36 <   Or couplets more ingenious still;>
4171 pointer: 000001ECE232E738, len: 37 <   Seeks, winding amid meadows still,>
4172 pointer: 000001ECE230C032, len: 39 <   To wander through the meadows still,>
4173 pointer: 000001ECE232D568, len: 35 <   With tumult or contentment still>
4174 pointer: 000001ECE231CCD9, len: 37 <   You fall in love again. But still->
4175 pointer: 000001ECE231511D, len: 36 <   Time was, the poet's tender quill>
4176 pointer: 000001ECE231F90A, len: 36 <   No more at dawn the shepherd will>
4177 pointer: 000001ECE231C025, len: 35 <   Thus a guest with composure will>
4178 pointer: 000001ECE2326CD4, len: 36 <   (See the first canto if ye will),>
4179 pointer: 000001ECE233146F, len: 37 <   To stay the maid against her will.>
4180 pointer: 000001ECE231CCB8, len: 31 <   'Tis evidently Heaven's will>
4181 pointer: 000001ECE230A175, len: 69 <   Oriental charm which so much captivated Madame de Stael.'' It will>
4182 pointer: 000001ECE231707D, len: 34 <   Indites an inconsiderate scroll>
4183 pointer: 000001ECE231CC91, len: 37 <   As in their turn the seasons roll.>
4184 pointer: 000001ECE230CAD2, len: 36 <   Perchance they laurels also cull->
4185 pointer: 000001ECE230CAF8, len: 37 <   But I, in love, was mute and dull.>
4186 pointer: 000001ECE23223FC, len: 34 <   Rings from a dish of water full>
4187 pointer: 000001ECE2323AA5, len: 36 <   Perched on a goose's neck a skull>
4188 pointer: 000001ECE2322D86, len: 16 <   ''to lull.'']>
4189 pointer: 000001ECE2322420, len: 33 <   In order due the maidens pull;>
4190 pointer: 000001ECE231A710, len: 33 <   You know that I am now a fool->
4191 pointer: 000001ECE2329064, len: 36 <   At eighteen not to play the fool!>
4192 pointer: 000001ECE230E044, len: 33 <   He was a dear delightful fool->
4193 pointer: 000001ECE233A1E1, len: 35 <   He used to hate-and was no fool->
4194 pointer: 000001ECE230E067, len: 37 <   A nursling yet for Hope to school.>
4195 pointer: 000001ECE230A287, len: 67 <   himself have called it. Indeed, since Byron, poets of his school>
4196 pointer: 000001ECE23290CE, len: 31 <   Conventionality's dull tool->
4197 pointer: 000001ECE231CD00, len: 38 <   Learn to possess more self-control.>
4198 pointer: 000001ECE2304816, len: 39 <   ''Monsieur l'Abbe'' a starving Gaul,>
4199 pointer: 000001ECE2323A5E, len: 37 <   Yet ghastlier, yet more wonderful,>
4200 pointer: 000001ECE2326849, len: 34 <   Is sweeter than thy Helen foul.>
4201 pointer: 000001ECE231705D, len: 30 <   And Eugene ever in her soul>
4202 pointer: 000001ECE230E0FA, len: 42 <   Would soothe the doubtings of his soul,>
4203 pointer: 000001ECE230E407, len: 33 <   And now philanthropy his soul,>
4204 pointer: 000001ECE231A6E7, len: 39 <   Now don't be cross with me, my soul,>
4205 pointer: 000001ECE233A666, len: 34 <   Of your perfections in my soul,>
4206 pointer: 000001ECE2326828, len: 31 <   But my Tattiana, on my soul,>
4207 pointer: 000001ECE23255EE, len: 41 <   They laugh, they argue, and they bawl,>
4208 pointer: 000001ECE231856B, len: 33 <   A schoolmaster in yellow shawl>
4209 pointer: 000001ECE233A19A, len: 33 <   A love epistle he doth scrawl.>
4210 pointer: 000001ECE2338C0F, len: 33 <   He a polite reply doth scrawl.>
4211 pointer: 000001ECE233C434, len: 5 <   XL>
4212 pointer: 000001ECE2333A86, len: 5 <   XL>
4213 pointer: 000001ECE231AD4A, len: 5 <   XL>
4214 pointer: 000001ECE230C41A, len: 4 <   L>
4215 pointer: 000001ECE2335075, len: 4 <   L>
4216 pointer: 000001ECE233D893, len: 4 <   L>
4217 pointer: 000001ECE230A974, len: 5 <   XL>
4218 pointer: 000001ECE2326CA7, len: 5 <   XL>
4219 pointer: 000001ECE232CFD8, len: 5 <   XL>
4220 pointer: 000001ECE2320C03, len: 5 <   XL>
4221 pointer: 000001ECE2312FC7, len: 5 <   XL>
4222 pointer: 000001ECE230DD80, len: 37 <   ''sudarinia,'' i.e. sir or madam.]>
4223 pointer: 000001ECE2316D8E, len: 37 <   Enchanted by the moon's pale beam.>
4224 pointer: 000001ECE232FE64, len: 36 <   Tattiana's eyes with tender gleam>
4225 pointer: 000001ECE231AAFA, len: 36 <   And a boy handed round the cream.>
4226 pointer: 000001ECE232A4ED, len: 35 <   The memory of the bard, a dream,>
4227 pointer: 000001ECE23343FF, len: 31 <   But Tania just as in a dream>
4228 pointer: 000001ECE231B019, len: 40 <   Guards fondly hope's uncertain dream.>
4229 pointer: 000001ECE2316D66, len: 38 <   Whilst all creation seemed to dream>
4230 pointer: 000001ECE230D654, len: 34 <   Eugene at first began to dream,>
4231 pointer: 000001ECE230FA79, len: 39 <   The story of his young love's dream,>
4232 pointer: 000001ECE231EF08, len: 35 <   To the fair object of his dream,>
4233 pointer: 000001ECE23158D2, len: 40 <   I will descant on love's sweet dream,>
4234 pointer: 000001ECE230AFD9, len: 34 <   But sweeter in a midnight dream>
4235 pointer: 000001ECE2315CD8, len: 38 <   Of happy meetings thou shalt dream,>
4236 pointer: 000001ECE231081C, len: 41 <   E'en from her cradle's earliest dream,>
4237 pointer: 000001ECE2319C76, len: 34 <   All this may be an empty dream,>
4238 pointer: 000001ECE233D7E1, len: 29 <   Tattiana in a misty dream,>
4239 pointer: 000001ECE2315C69, len: 47 <   Thou'lt quaff love's sweet envenomed stream,>
4240 pointer: 000001ECE231FB8E, len: 37 <   Thinking to float upon the stream,>
4241 pointer: 000001ECE231AAD1, len: 39 <   The fragrant tea in darkling stream,>
4242 pointer: 000001ECE231086D, len: 37 <   Of rural life the sluggish stream;>
4243 pointer: 000001ECE232A512, len: 38 <   Will be absorbed by Lethe's stream;>
4244 pointer: 000001ECE2313046, len: 37 <   Perish absorbed by Lethe's stream.>
4245 pointer: 000001ECE2330203, len: 37 <   Our youthful wanderer should roam.>
4246 pointer: 000001ECE230B552, len: 31 <   Awaiting on the shore I roam>
4247 pointer: 000001ECE233786C, len: 38 <   A wish from place to place to roam,>
4248 pointer: 000001ECE232F065, len: 34 <   Back to his regiment must roam.>
4249 pointer: 000001ECE23380B3, len: 34 <   'Twould serve ye in an epigram->
4250 pointer: 000001ECE231EA07, len: 26 <   And a malicious epigram>
4251 pointer: 000001ECE2320C80, len: 30 <   And love's delicious diadem>
4252 pointer: 000001ECE231AFC4, len: 37 <   Merciful God, what will he deem?''>
4253 pointer: 000001ECE230AFFD, len: 35 <   Torquato Tasso's strains I deem.>
4254 pointer: 000001ECE23133F0, len: 38 <   'Tis something of this sort I deem.>
4255 pointer: 000001ECE2319CBB, len: 33 <   Providence otherwise may deem->
4256 pointer: 000001ECE232FEAD, len: 37 <   Of priceless value all things seem>
4257 pointer: 000001ECE23343D8, len: 37 <   With mute appeal to ask they seem->
4258 pointer: 000001ECE23041CF, len: 38 <   He hath acquired the world's esteem>
4259 pointer: 000001ECE2310F4D, len: 32 <   But, as he never opened them,>
4260 pointer: 000001ECE2320C30, len: 40 <   In three weeks would arrive for them;>
4261 pointer: 000001ECE2313CED, len: 66 <   unquestionable. It undoubtedly owes its origin to Burger's poem>
4262 pointer: 000001ECE232B65C, len: 35 <   The foes, as yet not taking aim,>
4263 pointer: 000001ECE230F927, len: 28 <   Is ever ready to proclaim>
4264 pointer: 000001ECE23103A3, len: 35 <   With such a perversity proclaim.>
4265 pointer: 000001ECE232853C, len: 39 <   And true, his pistol's faultless aim>
4266 pointer: 000001ECE2339400, len: 36 <   Pink as Palm Sunday cherubim,(84)>
4267 pointer: 000001ECE231FCBF, len: 33 <   In winter by its blank and dim>
4268 pointer: 000001ECE2338855, len: 37 <   Cast upwards then her eyeballs dim>
4269 pointer: 000001ECE233523E, len: 36 <   And the lime alley's twilight dim>
4270 pointer: 000001ECE230E708, len: 35 <   Of what not, and of distant dim,>
4271 pointer: 000001ECE23387CA, len: 43 <   But could not. Then she questioned him:->
4272 pointer: 000001ECE2304CFD, len: 32 <   Silent, oracular ye'd see him>
4273 pointer: 000001ECE2307B5C, len: 44 <   Dared calmly cleanse his nails 'fore him,>
4274 pointer: 000001ECE2335264, len: 43 <   Where the first time she met with _him_.>
4275 pointer: 000001ECE2313BEB, len: 66 <   eminent English poets have been laid under contribution by him,>
4276 pointer: 000001ECE2321401, len: 31 <   Its driver seated on the rim>
4277 pointer: 000001ECE231E49D, len: 38 <   From first to last page to the rim.>
4278 pointer: 000001ECE230E6E8, len: 30 <   He sang of separation grim,>
4279 pointer: 000001ECE2339426, len: 42 <   Motionless, mute, tight-laced and trim.>
4280 pointer: 000001ECE231E44A, len: 33 <   A country damsel's album trim,>
4281 pointer: 000001ECE2321422, len: 38 <   In scarlet sash and sheepskin trim;>
4282 pointer: 000001ECE2307B33, len: 39 <   Could not conceive how serious Grimm>
4283 pointer: 000001ECE23378B4, len: 31 <   In some a willing martyrdom.>
4284 pointer: 000001ECE2330D3C, len: 46 <   ''Is she in love?'' quoth one. ''With whom?>
4285 pointer: 000001ECE23145F4, len: 36 <   She waited for-I don't know whom!>
4286 pointer: 000001ECE2330D90, len: 38 <   Petòushkoff met the selfsame doom.>
4287 pointer: 000001ECE2312522, len: 40 <   Thus age approached, the common doom,>
4288 pointer: 000001ECE232E7DC, len: 42 <   The fountain brawls, sweetbriers bloom,>
4289 pointer: 000001ECE2329B49, len: 43 <   Perish when half disclosed its bloom!''->
4290 pointer: 000001ECE231DB10, len: 46 <   Her health, life's sweetness and its bloom,>
4291 pointer: 000001ECE2312C10, len: 38 <   Oh! on the fields of life how bloom>
4292 pointer: 000001ECE232EE25, len: 38 <   Was the sad poet filled with gloom,>
4293 pointer: 000001ECE23145C5, len: 45 <   Had filled her youthful breast with gloom,>
4294 pointer: 000001ECE231F6F9, len: 34 <   The forests in mysterious gloom>
4295 pointer: 000001ECE232FCB8, len: 36 <   This is my master's sitting-room.>
4296 pointer: 000001ECE2327D29, len: 35 <   All slumber. In the drawing-room>
4297 pointer: 000001ECE2306AF4, len: 61 <   _Simeonova_, a celebrated tragic actress, who retired from>
4298 pointer: 000001ECE23387F7, len: 43 <   ''Had he been long here, and where from?>
4299 pointer: 000001ECE230B0D5, len: 58 <   A street running parallel to the Neva, and leading from>
4300 pointer: 000001ECE23123D6, len: 65 <   scientific and educational. The military and naval grades from>
4301 pointer: 000001ECE2323103, len: 36 <   She nerves herself from her alarm>
4302 pointer: 000001ECE2323129, len: 36 <   And leans upon the monster's arm,>
4303 pointer: 000001ECE23052A5, len: 28 <   The amatory science warm,>
4304 pointer: 000001ECE2315CBB, len: 27 <   In thy imagination warm,>
4305 pointer: 000001ECE2315C9A, len: 31 <   Fantastic images shall swarm>
4306 pointer: 000001ECE2321FBC, len: 64 <   the high dignitaries of the Church, and constitute that swarm>
4307 pointer: 000001ECE2305305, len: 38 <   Laid down his life of sun and storm>
4308 pointer: 000001ECE233BEC7, len: 29 <   A Russian poem's mechanism>
4309 pointer: 000001ECE233D86F, len: 32 <   Distinctly not its mechanism.>
4310 pointer: 000001ECE233D845, len: 40 <   And I discerned through Fancy's prism>
4311 pointer: 000001ECE233BEA5, len: 32 <   Indeed, by force of magnetism>
4312 pointer: 000001ECE233BF2A, len: 30 <   How like a poet was my chum>
4313 pointer: 000001ECE233BF94, len: 32 <   He ''Benedetta'' used to hum,>
4314 pointer: 000001ECE233059B, len: 32 <   He had excepted from the ban:>
4315 pointer: 000001ECE232AC08, len: 33 <   Dressing as quickly as he can,>
4316 pointer: 000001ECE230CD9B, len: 36 <   Meantime I'll finish whilst I can>
4317 pointer: 000001ECE2330604, len: 35 <   Romances three, in which ye scan>
4318 pointer: 000001ECE230D4B3, len: 38 <   'Twas plain-an oaken floor ye scan,>
4319 pointer: 000001ECE2328313, len: 35 <   A new acquaintance we must scan.>
4320 pointer: 000001ECE23341C7, len: 32 <   A trifle pale, a trifle lean,>
4321 pointer: 000001ECE230B423, len: 62 <   which, at all events in its earlier developments, was of an>
4322 pointer: 000001ECE232B6F0, len: 29 <   Oneguine slowly then began>
4323 pointer: 000001ECE233090E, len: 28 <   And my Tattiana now began>
4324 pointer: 000001ECE230466C, len: 53 <   has been carried off by a _kaldoon_, or magician.]>
4325 pointer: 000001ECE232AE10, len: 33 <   Zaretski, village mechanician,>
4326 pointer: 000001ECE230B463, len: 65 <   essentially imitative type. As an example of his Shakespearian>
4327 pointer: 000001ECE2309FE2, len: 68 <   [Note 16: Apropos of this somewhat ungallant sentiment, a Russian>
4328 pointer: 000001ECE230B81B, len: 62 <   corsair, and carried a slave to Constantinople. The Russian>
4329 pointer: 000001ECE2311ED7, len: 66 <   ''Christmas Carols'' is not an exact equivalent for the Russian>
4330 pointer: 000001ECE23121A2, len: 64 <   Trinity Sunday was at first deemed irreligious by the Russian>
4331 pointer: 000001ECE23068FE, len: 62 <   [Note 10: _Denis Von Wisine_ (1741-92), a favourite Russian>
4332 pointer: 000001ECE2317FE0, len: 62 <   French was the language of the Russian court and of Russian>
4333 pointer: 000001ECE230EAB6, len: 34 <   Suitable for this semi-Russian.>
4334 pointer: 000001ECE2311D6C, len: 63 <   [Note 27: The foregoing stanza requires explanation. Russian>
4335 pointer: 000001ECE2306C64, len: 60 <   _Katenine_ translated Corneille's tragedies into Russian.>
4336 pointer: 000001ECE230CD4A, len: 43 <   I've thought well o'er the general plan,>
4337 pointer: 000001ECE2304424, len: 37 <   Friends of Liudmila and Ruslan,(1)>
4338 pointer: 000001ECE2316250, len: 39 <   ''How came you then to wed a man?''->
4339 pointer: 000001ECE2328366, len: 29 <   Vladimir's property, a man>
4340 pointer: 000001ECE2304749, len: 31 <   At last became a ruined man.>
4341 pointer: 000001ECE233094E, len: 41 <   More clearly, God be praised, the man,>
4342 pointer: 000001ECE230444B, len: 32 <   Let me present ye to the man,>
4343 pointer: 000001ECE2312650, len: 30 <   He was an honest gentleman,>
4344 pointer: 000001ECE2330550, len: 35 <   Long ceased to be a reading man,>
4345 pointer: 000001ECE23126B8, len: 33 <   _Demetrius Larine, sinful man,>
4346 pointer: 000001ECE233B1C2, len: 58 <   Johann Gottfried von Herder, b. 1744, d. 1803, a German>
